Date,Close,Volume,Open,High,Low,returns,MA_7,MA_30,volatility
2025-12-26,273.4,21521800,274.16,275.37,272.86,-0.0013150204558738388,270.39,262.9906666666667,0.007037089889276963
2025-12-24,273.81,17910570,272.34,275.43,272.195,0.0014996342355524384,272.0257142857143,262.96366666666665,0.0073214657890537
2025-12-23,272.36,29642000,270.84,272.5,269.56,-0.005295642964099123,272.7542857142857,262.7716666666667,0.005962618948025817
2025-12-22,270.97,36571830,272.86,273.88,270.505,-0.005103539433103155,272.74857142857144,262.60699999999997,0.003963227710513906
2025-12-19,273.67,144632000,272.145,274.6,269.9,0.009964202679263234,273.00714285714287,262.513,0.005434878030200166
2025-12-18,272.19,51630720,273.605,273.63,266.95,-0.005407973106295927,272.88,262.60333333333335,0.005647511982374368
2025-12-17,271.84,50138740,275.01,276.16,271.64,-0.001285866490319365,272.60571428571427,262.66433333333333,0.005497942581605897
2025-12-16,274.61,37648630,272.82,275.5,271.79,0.010189817539729473,272.7785714285714,263.16866666666664,0.006920800241732858
2025-12-15,274.11,50409080,280.15,280.15,272.84,-0.0018207639925712504,272.82142857142856,263.6963333333333,0.006966619610744926
2025-12-12,278.28,39532890,277.9,279.22,276.82,0.015212870745320961,273.6671428571429,264.4243333333333,0.008438379565322084
2025-12-11,278.03,33247990,279.095,279.59,273.81,-0.0008983757366680667,274.67571428571426,265.08299999999997,0.00788819453082296
2025-12-10,278.78,33038320,277.75,279.75,276.44,0.002697550624033429,275.4057142857143,265.86199999999997,0.007390024990474003
2025-12-09,277.18,32193260,278.16,280.03,276.92,-0.00573929263218298,276.11857142857144,266.8333333333333,0.007451190374780003
2025-12-08,277.89,38211830,278.13,279.6693,276.15,0.0025615123746300927,276.98285714285714,267.818,0.007254158760219872
2025-12-05,278.78,47265850,280.54,281.14,278.05,0.003202706106732789,277.5785714285714,268.85566666666665,0.006576631477065725
2025-12-04,280.7,43989060,284.095,284.73,278.59,0.006887151158619709,278.52,269.989,0.006518436198256351
2025-12-03,284.15,43538690,286.2,288.62,283.3,0.012290701816886296,279.3585714285714,270.943,0.005676332291754198
2025-12-02,286.19,53669530,283.0,287.4,282.6301,0.007179306704205635,280.52428571428567,271.8756666666667,0.005571773697006939
2025-12-01,283.1,46587720,278.01,283.42,276.14,-0.01079702295677687,281.14142857142855,272.647,0.007975706194165098
2025-11-28,278.85,20135620,277.26,279.0,275.9865,-0.015012363122571482,281.38,273.2403333333333,0.010025887026422653
2025-11-26,277.55,33431420,276.96,279.53,276.63,-0.004662004662004726,281.33142857142855,273.817,0.010196864839201137
2025-11-25,276.97,46914220,275.27,280.38,275.25,-0.00208971356512333,281.0728571428571,274.4036666666667,0.010104340404610059
2025-11-24,275.92,65585800,270.9,277.0,270.9,-0.003791024298660517,280.39,274.96633333333335,0.00952460377875216
2025-11-21,271.49,59030830,265.95,273.33,265.67,-0.01605537837054216,278.5814285714286,275.3383333333333,0.00815996598235858
2025-11-20,266.25,45823570,270.83,275.43,265.92,-0.019300895060591627,275.73285714285714,275.46799999999996,0.006808506230664648
2025-11-19,268.56,40424490,265.525,272.21,265.5,0.008676056338028149,273.6557142857143,275.5113333333333,0.009845709145850368
2025-11-18,267.44,45677280,269.99,270.71,265.32,-0.00417039022937149,272.0257142857143,275.39233333333334,0.009297545513006366
2025-11-17,267.46,45018260,268.815,270.49,265.73,7.47831289260592e-05,270.5842857142857,275.24566666666664,0.009572117013346433
2025-11-14,272.41,47431330,271.05,275.96,269.6,0.018507440364914585,269.9328571428572,275.2233333333333,0.013184745774606946
2025-11-13,272.95,49602790,274.11,276.699,272.09,0.0019823060827428574,269.50857142857143,275.19633333333337,0.013255888886449584
2025-11-12,273.47,48397980,275.0,275.73,271.7,0.0019051108261587402,269.7914285714286,275.1986666666666,0.011596456252506734
2025-11-11,275.25,46208320,269.81,275.91,269.8,0.006508940651625217,271.07714285714286,275.24666666666667,0.007359253311617713
2025-11-10,269.43,41312410,268.96,273.73,267.455,-0.02114441416893731,271.2014285714286,275.149,0.011937455278648517
2025-11-07,268.47,48227370,269.795,272.29,266.77,-0.0035630776082841153,271.34857142857146,275.0656666666667,0.011899803765551742
2025-11-06,269.77,51204050,267.89,273.4,267.89,0.004842254255596368,271.67857142857144,274.93566666666663,0.012000062808783104
2025-11-05,270.14,43683070,268.61,271.7,266.93,0.00137153871816742,271.3542857142857,274.86733333333336,0.009360100652630828
2025-11-04,270.04,49274850,268.325,271.486,267.615,-0.00037017842600117756,270.93857142857144,274.8073333333333,0.009270412325991819
2025-11-03,269.05,50194580,270.42,270.85,266.25,-0.003666123537253818,270.3071428571429,274.622,0.009168663596192587
2025-10-31,270.37,86167120,276.99,277.32,269.16,0.004906151272997539,269.61,274.49733333333336,0.008929228156093944
2025-10-30,271.4,69886530,271.99,274.14,268.48,0.003809594259718052,269.89142857142855,274.268,0.0037083014837654433
2025-10-29,269.7,51086740,269.275,271.41,267.11,-0.006263817243920333,270.06714285714287,273.9903333333333,0.004352453860398303
2025-10-28,269.0,41534760,268.985,269.89,268.15,-0.0025954764553206555,269.95714285714286,273.66433333333333,0.004059704146603214
2025-10-27,268.81,44888150,264.88,269.12,264.6501,-0.000706319702602265,269.76714285714286,273.38533333333334,0.0039837367199278394
2025-10-24,262.82,38253720,261.19,264.13,259.18,-0.022283397195044907,268.73571428571427,272.88300000000004,0.009059464115171667
2025-10-23,259.58,32754940,259.94,260.62,258.0101,-0.012327828932349183,267.3828571428571,272.243,0.009608485529314105
2025-10-22,258.45,45015250,262.65,262.85,255.43,-0.0043531859157099895,265.68,271.5013333333333,0.00859027319286089
2025-10-21,262.77,46695950,261.88,265.29,261.83,0.016715031921067824,264.44714285714286,270.7886666666667,0.011893551140303037
2025-10-20,262.24,90483030,255.885,264.375,255.63,-0.002016973018228785,263.38142857142856,269.99033333333335,0.011899575662270956
2025-10-17,252.29,49146960,248.02,253.38,247.27,-0.037942342892007375,260.9942857142857,268.96333333333337,0.017443168735931918
2025-10-16,247.45,39776970,248.25,249.04,245.13,-0.019184272067858443,257.9428571428571,267.9166666666667,0.0173790647815657
2025-10-15,249.34,33893610,249.485,251.82,247.47,0.007637906647807613,256.01714285714286,266.97633333333334,0.017990299846115727
2025-10-14,247.77,35477990,246.6,248.845,244.7,-0.006296623084944275,254.33,266.003,0.0178562640421246
2025-10-13,247.66,38142940,249.38,249.69,245.56,-0.0004439601243089175,252.78857142857143,265.06100000000004,0.017994879590014782
2025-10-10,245.27,61999100,254.94,256.38,244.0,-0.009650327061293651,250.28857142857143,264.187,0.014969262805079127
2025-10-09,254.04,38322010,257.805,258.0,253.14,0.03575651323031748,249.11714285714288,263.78,0.022905123619762203
2025-10-08,258.06,36496900,256.52,258.52,256.11,0.015824279641001526,249.9414285714286,263.43,0.018295828019810532
2025-10-07,256.48,31955780,256.805,257.4,255.43,-0.006122607145624959,251.23142857142858,263.06466666666665,0.016151708769210647
2025-10-06,256.69,44664120,257.99,259.07,255.05,0.0008187772925762893,252.28142857142862,262.7056666666667,0.016188831343580453
2025-10-03,258.02,49155610,254.665,259.24,253.95,0.005181347150259086,253.74571428571426,262.226,0.015507197219209004
2025-10-02,257.13,42630240,256.575,258.18,254.15,-0.0034493450120145486,255.09857142857143,261.69866666666667,0.015752079529201473
2025-10-01,255.45,48713940,255.04,258.79,254.93,-0.006533660016334153,256.55285714285714,261.098,0.015290426420089286
2025-09-30,254.63,37704260,254.855,255.919,253.11,-0.003210021530632212,256.6371428571428,260.41066666666666,0.007951967248452053
2025-09-29,254.43,40127690,254.56,255.0,253.01,-0.0007854534029768656,256.11857142857144,259.91066666666666,0.004125240102806161
2025-09-26,255.46,46076260,254.095,257.6,253.78,0.00404826474865394,255.97285714285712,259.47700000000003,0.004227027231768829
2025-09-25,256.87,55202080,253.205,257.17,251.712,0.00551945510060281,255.9985714285714,259.04699999999997,0.004815292145396274
2025-09-24,252.31,42303710,255.22,255.74,251.04,-0.017752170358547148,255.18285714285713,258.4526666666667,0.007717182885724767
2025-09-23,254.43,60275190,255.875,257.34,253.58,0.008402362173516753,254.79714285714286,257.93233333333336,0.00886014674722487
2025-09-22,256.08,105517400,248.3,256.64,248.12,0.006485084306095956,254.88714285714286,257.5,0.00898630745221341
2025-09-19,245.5,163741300,241.225,246.3,240.2106,-0.04131521399562632,253.58285714285716,256.671,0.018272077657583687
2025-09-18,237.88,44249580,239.97,241.2,236.65,-0.031038696537678212,251.21857142857144,255.55366666666666,0.02053158385813801
2025-09-17,238.99,46508020,238.97,240.1,237.7301,0.004666218261308197,248.8657142857143,254.53,0.020600151339070165
2025-09-16,238.15,63421100,237.175,241.22,236.3235,-0.0035147914138666803,246.1914285714286,253.50166666666667,0.01978451913031258
2025-09-15,236.7,42699520,237.0,238.19,235.03,-0.006088599622086965,243.96142857142857,252.43133333333333,0.01956989918984045
2025-09-12,234.07,55824220,229.22,234.51,229.02,-0.011111111111111072,241.05285714285716,251.47299999999998,0.018020491471658358
2025-09-11,230.03,50208580,226.875,230.45,226.65,-0.01725979407869438,237.33142857142857,250.48799999999997,0.016165709644621575
2025-09-10,226.79,83440810,232.185,232.42,225.95,-0.014085119332261087,234.6585714285714,249.43266666666668,0.011369200945395749
2025-09-09,234.35,66313920,237.0,238.7805,233.36,0.03333480312183079,234.1542857142857,248.48533333333333,0.01719457909059173
2025-09-08,237.88,48999500,239.3,240.15,236.34,0.015062940046938422,233.99571428571429,247.67333333333332,0.0182818604453186
2025-09-05,239.69,54870400,239.995,241.32,238.4901,0.007608878426097254,234.21571428571428,247.2533333333333,0.01846104330787577
2025-09-04,239.78,47549430,238.45,239.8999,236.74,0.0003754850014603406,234.65571428571428,246.99766666666667,0.01820338815274197
2025-09-03,238.47,66427840,237.21,238.85,234.36,-0.005463341396279908,235.28428571428572,246.6353333333333,0.017642480889787624
2025-09-02,229.72,44075640,229.25,230.85,226.97,-0.0366922464041598,235.24,246.03366666666668,0.0222511949404218
2025-08-29,232.14,39418440,232.51,233.38,231.37,0.010534563816820386,236.00428571428571,245.51633333333334,0.02158585974700016
2025-08-28,232.56,38074700,230.82,233.41,229.335,0.0018092530369604454,235.7485714285714,245.09266666666664,0.017169793240258757
2025-08-27,230.49,31259510,228.61,230.9,228.26,-0.008900928792569651,234.69285714285712,244.30766666666668,0.01577335272332349
2025-08-26,229.31,54575110,226.87,229.49,224.69,-0.005119527962167636,233.21,243.3493333333333,0.014867259869868548
2025-08-25,227.16,30983130,226.48,229.3,226.23,-0.009375953948802973,231.40714285714284,242.37199999999999,0.014602053043370193
2025-08-22,227.76,42477810,226.17,229.09,225.41,0.002641310089804616,229.87714285714284,241.40766666666664,0.015112214493046472
2025-08-21,224.9,30621250,226.27,226.52,223.7804,-0.012557077625570678,229.1885714285714,240.30366666666666,0.008260765197707968
2025-08-20,226.01,42263870,229.98,230.47,225.77,0.0049355269008446445,228.31285714285715,239.26633333333334,0.006889627146075221
2025-08-19,230.56,39402560,231.275,232.87,229.35,0.02013185257289507,228.02714285714288,238.43666666666667,0.011386697542665927
2025-08-18,230.89,37476190,231.7,233.12,230.11,0.0014312977099235624,228.08428571428573,237.64533333333333,0.010876977553594278
2025-08-15,231.59,56038660,234.0,234.28,229.335,0.00303174671921691,228.41,236.884,0.01063391103980357
2025-08-14,232.78,51916280,234.055,235.12,230.85,0.005138391122241792,229.21285714285713,236.12800000000001,0.009525582361186011
2025-08-13,233.33,69878550,231.07,235.0,230.43,0.002362745940373001,230.00857142857143,235.34333333333333,0.009530524372722967
2025-08-12,229.65,55672300,228.005,230.8,227.07,-0.01577165388076973,230.68714285714285,234.58800000000002,0.010464643808225337
2025-08-11,227.18,61806130,227.92,229.56,224.76,-0.01075549749618987,230.8542857142857,233.6796666666667,0.011608277671004754
2025-08-08,229.35,113854000,220.83,231.0,219.25,0.00955189717404692,230.68142857142857,232.78866666666667,0.009085730578875602
2025-08-07,220.03,90224830,218.875,220.85,216.58,-0.040636581643775815,229.12999999999997,231.93966666666668,0.01747160022822727
2025-08-06,213.25,108483100,205.63,215.38,205.59,-0.030813979911830214,226.51,231.11866666666668,0.01894263231872423
2025-08-05,202.92,44155080,203.4,205.34,202.16,-0.04844079718640104,222.24428571428572,229.9163333333333,0.02169531832796926
2025-08-04,203.35,75109300,204.505,207.88,201.675,0.0021190616991917377,217.96142857142857,228.75633333333332,0.02165508288512077
2025-08-01,202.38,104434500,210.865,213.58,201.5,-0.004770100811408939,214.06571428571428,227.61233333333334,0.02233803178616544
2025-07-31,207.57,80698430,208.49,209.84,207.16,0.025644826563889778,211.2642857142857,226.72899999999998,0.027789652918074448
2025-07-30,209.05,45512510,211.895,212.39,207.72,0.007130124777183777,208.3642857142857,226.02966666666669,0.02748306573936363
2025-07-29,211.27,51411720,214.175,214.81,210.82,0.010619469026548645,207.11285714285714,225.51233333333332,0.025601595108864648
2025-07-28,214.05,37858020,214.03,214.845,213.06,0.013158517536801195,207.22714285714287,224.83566666666667,0.02367808449675892
2025-07-25,213.88,40268780,214.7,215.24,213.4,-0.0007942069609905289,208.79285714285714,224.03566666666666,0.01016015445128548
2025-07-24,213.76,46022620,213.9,215.69,213.53,-0.0005610622779128605,210.28,223.17133333333334,0.010446991964685338
2025-07-23,214.15,46989300,215.0,215.15,212.41,0.0018244760479042554,211.96142857142857,222.31699999999998,0.009435625873554824
2025-07-22,214.4,46404070,213.14,214.95,212.2301,0.001167406023815154,212.93714285714285,221.51466666666667,0.005643389229476811
2025-07-21,212.48,51377430,212.1,215.78,211.63,-0.008955223880597107,213.42714285714285,220.94,0.007450405679041746
2025-07-18,211.18,48974590,210.87,211.79,209.7045,-0.006118222891566161,213.41428571428568,220.24133333333333,0.007028528881186879
2025-07-17,210.02,48068140,210.57,211.8,209.59,-0.005492944407614386,212.8385714285714,219.49000000000004,0.0041281008520036855
2025-07-16,210.16,47490530,210.295,212.4,208.64,0.0006666031806494832,212.30714285714288,218.81233333333333,0.004275060352937089
2025-07-15,209.11,42296340,209.22,211.89,208.92,-0.0049961933764749444,211.64285714285714,218.139,0.004269223494592762
2025-07-14,208.62,38840110,209.925,210.91,207.54,-0.0023432643106499063,210.85285714285715,217.52100000000002,0.003718317831252184
2025-07-11,211.16,39765810,210.565,212.13,209.86,0.012175246860320232,210.39000000000001,216.96766666666664,0.00700615483242784
2025-07-10,212.41,44443640,210.505,213.48,210.03,0.005919681757908801,210.38000000000002,216.55133333333336,0.006852936663607152
2025-07-09,211.14,48749370,209.53,211.33,207.22,-0.0059790028718045285,210.37428571428572,216.05566666666667,0.006832483957570217
2025-07-08,210.01,42848930,210.1,211.43,208.45,-0.005351899213791755,210.37285714285716,215.37066666666666,0.006813792103380295
2025-07-07,209.95,50228980,212.68,216.23,208.8,-0.0002857006809199314,210.34285714285713,214.6726666666667,0.006808072342081193
2025-07-03,213.55,34955840,212.145,214.65,211.8101,0.017146939747558987,210.97714285714287,214.07133333333334,0.008968066082572836
2025-07-02,212.44,67941810,208.91,213.34,208.14,-0.005197845937719547,211.52285714285713,213.39333333333332,0.009311975873116773
2025-07-01,207.82,78788870,206.665,210.1865,206.1401,-0.021747316889474733,211.0457142857143,212.543,0.01196659633682881
2025-06-30,205.17,91912820,202.01,207.39,199.2607,-0.012751419497642247,210.01142857142855,211.727,0.011932384516390698
2025-06-27,201.08,73188570,201.89,203.22,200.0,-0.01993468830725731,208.5742857142857,210.857,0.01324058602438955
2025-06-26,201.0,50799120,201.43,202.64,199.46,-0.00039785160135275,207.28714285714287,209.912,0.013466018322184501
2025-06-25,201.56,39525730,201.45,203.67,200.6201,0.0027860696517412187,206.08857142857144,209.2963333333333,0.013736937574010203
2025-06-24,200.3,54064030,202.59,203.44,200.2,-0.006251240325461316,204.19571428571427,208.86466666666666,0.009407622716312285
2025-06-23,201.5,55814270,201.625,202.3,198.96,0.0059910134797802606,202.63285714285715,208.81733333333335,0.010992346555392364
2025-06-20,201.0,96813540,198.235,201.7,196.855,-0.002481389578163795,201.6585714285714,208.739,0.009065450633357819
2025-06-18,196.58,45394690,195.94,197.57,195.07,-0.021990049751243745,200.43142857142857,208.54566666666668,0.010913702470875433
2025-06-17,195.64,38856150,197.2,198.39,195.21,-0.004781768236850281,199.6542857142857,208.14800000000002,0.009040322229560123
2025-06-16,198.42,43020690,197.3,198.685,196.5636,0.014209773052545449,199.28571428571428,207.79366666666667,0.011364056434610156
2025-06-13,196.45,51447350,199.73,200.37,195.7,-0.009928434633605487,198.55571428571426,207.29966666666667,0.011526023917333584
2025-06-12,199.2,43904640,199.08,199.68,197.3601,0.01399847289386602,198.39857142857142,206.8046666666667,0.013174340810088857
2025-06-11,198.78,60989860,203.5,204.5,198.41,-0.002108433734939741,198.01,206.30133333333333,0.012838946846302792
2025-06-10,202.67,54672610,200.6,204.35,200.57,0.01956937317637575,198.24857142857144,205.93166666666667,0.015159103334423666
2025-06-09,201.45,72862560,204.39,206.0,200.02,-0.006019637834904001,198.9442857142857,205.50833333333333,0.011931072365224343
2025-06-06,203.92,46607690,203.0,205.7,202.05,0.012261106974435387,200.12714285714284,205.159,0.011680743891727277
2025-06-05,200.63,55221240,203.5,204.75,200.15,-0.016133777952138106,200.44285714285712,204.764,0.013598132600804702
2025-06-04,202.82,43603990,202.91,206.24,202.1,0.010915615810197954,201.35285714285715,204.48533333333333,0.01290123320754155
2025-06-03,203.27,46381570,201.35,203.77,200.955,0.002218716102948548,201.93428571428572,204.2603333333333,0.012227826354853597
2025-06-02,201.7,35423290,200.28,202.13,200.12,-0.007723717223397597,202.35142857142858,203.97833333333332,0.012786968601467183
2025-05-30,200.85,70819940,199.37,201.96,196.78,-0.004214179474467006,202.09142857142857,203.703,0.01030821240924737
2025-05-29,199.95,51477940,203.575,203.81,198.51,-0.004480955937266606,201.87714285714284,203.41400000000002,0.010205252521137357
2025-05-28,200.42,45339680,200.59,202.73,199.9,0.0023505876469116505,201.37714285714287,203.056,0.008619515203603148
2025-05-27,200.21,56288480,198.3,200.74,197.43,-0.0010477996207962637,201.31714285714284,202.64933333333332,0.00615940420159391
2025-05-23,195.27,78432920,193.665,197.7,193.46,-0.024674092203186615,200.23857142857145,202.12033333333332,0.00927534126600922
2025-05-22,201.36,46742410,200.71,202.75,199.7,0.031187586418804703,199.96571428571428,201.832,0.016708388963139302
2025-05-21,202.09,59211770,205.17,207.04,200.71,0.003625347636074583,200.02142857142857,201.57000000000002,0.01652272846061722
2025-05-20,206.86,42496640,207.67,208.47,205.03,0.023603345044287183,200.88000000000002,201.347,0.018461618769440098
2025-05-19,208.78,46140530,207.91,209.48,204.26,0.009281639756356874,202.14142857142858,201.225,0.018091511439886215
2025-05-16,211.26,54737850,212.36,212.57,209.77,0.011878532426477628,203.69,201.33966666666666,0.01810042889930055
2025-05-15,211.45,45029470,210.95,212.96,209.54,0.0008993657104989783,205.29571428571427,201.54899999999998,0.017958106017981562
2025-05-14,212.33,49325830,212.43,213.94,210.5801,0.004161740364152289,207.7328571428571,201.92399999999998,0.011291179854670005
2025-05-13,212.93,51909330,210.43,213.4,209.0,0.002825790043799792,209.3857142857143,202.32166666666666,0.007865540919047622
2025-05-12,210.79,63775810,210.97,211.2679,206.75,-0.01005025125628145,210.62857142857143,202.62933333333334,0.010426204536693316
2025-05-09,198.53,36453920,199.0,200.5399,197.535,-0.05816215190473928,209.4385714285714,202.5703333333333,0.024214575302535707
2025-05-08,197.49,50478870,197.72,200.05,194.6796,-0.005238502997028105,207.82571428571427,202.43666666666667,0.02333368813598914
2025-05-07,196.25,68616940,199.17,199.44,193.25,-0.00627879892652794,205.68142857142857,202.27833333333334,0.02175423870850341
2025-05-06,198.51,51216480,198.21,200.65,197.02,0.011515923566878916,203.83285714285714,202.34266666666664,0.022996769291029635
2025-05-05,198.89,69018450,203.1,204.1,198.21,0.0019142612462847985,201.91285714285715,202.451,0.022801372294443446
2025-05-02,205.35,101010600,206.09,206.99,202.16,0.032480265473377345,200.82999999999998,202.682,0.02762416067342548
2025-05-01,213.32,57365680,209.08,214.56,208.9,0.03881178475773073,201.19142857142856,203.24433333333334,0.03192433202158194
2025-04-30,212.5,52286450,209.3,213.58,206.6705,-0.0038439902493905276,203.18714285714285,203.68766666666667,0.0186724728956705
2025-04-29,211.21,36827630,208.693,212.24,208.37,-0.00607058823529405,205.14714285714285,204.102,0.018787267225866246
2025-04-28,210.14,38743070,210.0,211.5,207.46,-0.005066048009090607,207.1314285714286,204.351,0.01861923113780892
2025-04-25,209.28,38222260,206.365,209.75,206.2,-0.004092509755401097,208.67000000000002,204.61200000000002,0.01932355985471851
2025-04-24,208.37,47310990,204.89,208.8299,202.94,-0.004348241590214075,210.0242857142857,204.76033333333334,0.01977751103555431
